"paragraphnum","charname","speechcount"
2052,"Katherina",82
2060,"Petruchio",158
2063,"Katherina",82
2065,"Petruchio",158
2072,"Hortensio",70
2073,"Tailor",12
2075,"Petruchio",158
2080,"Katherina",82
2083,"Petruchio",158
2084,"Tailor",12
2085,"Petruchio",158
2094,"Tailor",12
2097,"Grumio",63
2098,"Tailor",12
2099,"Grumio",63
2100,"Tailor",12
2101,"Grumio",63
2102,"Tailor",12
2103,"Grumio",63
2107,"Tailor",12
2108,"Petruchio",158
2109,"Grumio",63
2110,"Tailor",12
2111,"Grumio",63
2114,"Petruchio",158
2115,"Tailor",12
2116,"Grumio",63
2117,"Tailor",12
2118,"Grumio",63
2119,"Tailor",12
2120,"Petruchio",158
2121,"Grumio",63
2124,"Tailor",12
2126,"Grumio",63
2128,"Hortensio",70
2129,"Petruchio",158
2130,"Grumio",63
2131,"Petruchio",158
2132,"Grumio",63
2134,"Petruchio",158
2135,"Grumio",63
2138,"Petruchio",158
2140,"Hortensio",70
2143,"Petruchio",158
2163,"Katherina",82
2165,"Petruchio",158
2170,"Hortensio",70
2171,"(stage directions)",126
2173,"(stage directions)",126
2174,"Tranio",90
2175,"Pedant",20
2179,"Tranio",90
2181,"(stage directions)",126
2182,"Pedant",20
2184,"Tranio",90
2189,"Biondello",39
2191,"Tranio",90
2198,"Pedant",20
2213,"Baptista Minola",68
2223,"Tranio",90
2226,"Baptista Minola",68
2230,"Tranio",90
2237,"Baptista Minola",68
2242,"Biondello",39
2243,"Tranio",90
2248,"Baptista Minola",68
2249,"(stage directions)",126
2250,"Biondello",39
2251,"Lucentio",61
2252,"Biondello",39
2254,"Biondello",39
2256,"Lucentio",61
2257,"Biondello",39
2259,"Lucentio",61
2260,"Biondello",39
2261,"Lucentio",61
2262,"Biondello",39
2264,"Lucentio",61
2265,"Biondello",39
2271,"Lucentio",61
2272,"Biondello",39
2277,"(stage directions)",126
2278,"Lucentio",61
2283,"(stage directions)",126
2284,"Petruchio",158
2286,"Katherina",82
2287,"Petruchio",158
2288,"Katherina",82
2289,"Petruchio",158
2294,"Hortensio",70
2295,"Katherina",82
2299,"Petruchio",158
2300,"Katherina",82
2301,"Petruchio",158
2302,"Katherina",82
2307,"Hortensio",70
2308,"Petruchio",158
2320,"Hortensio",70
2321,"Katherina",82
2326,"Petruchio",158
2329,"Katherina",82
2334,"Petruchio",158
2337,"Vincentio",23
2342,"Petruchio",158
2343,"Vincentio",23
2344,"Petruchio",158
2356,"Vincentio",23
2359,"Hortensio",70
2360,"Petruchio",158
2362,"(stage directions)",126
2363,"Hortensio",70
2368,"(stage directions)",126
2369,"Biondello",39
2370,"Lucentio",61
2372,"Biondello",39
2374,"(stage directions)",126
2375,"Gremio",58
2376,"(stage directions)",126
2377,"Petruchio",158
2380,"Vincentio",23
2383,"Gremio",58
2384,"(stage directions)",126
2385,"Pedant",20
2386,"Vincentio",23
2387,"Pedant",20
2388,"Vincentio",23
2390,"Pedant",20
2392,"Petruchio",158
2396,"Pedant",20
2398,"Vincentio",23
2399,"Pedant",20
2400,"Petruchio",158
2402,"Pedant",20
2404,"(stage directions)",126
2405,"Biondello",39
2408,"Vincentio",23
2409,"Biondello",39
2410,"Vincentio",23
2411,"Biondello",39
2413,"Vincentio",23
2415,"Biondello",39
2417,"Vincentio",23
2418,"Biondello",39
2419,"(stage directions)",126
2420,"Pedant",20
2421,"Petruchio",158
2424,"Tranio",90
2425,"Vincentio",23
2430,"Tranio",90
2431,"Baptista Minola",68
2432,"Tranio",90
2436,"Vincentio",23
2437,"Baptista Minola",68
2439,"Vincentio",23
2441,"Pedant",20
2443,"Vincentio",23
2446,"Tranio",90
2450,"Vincentio",23
2451,"Gremio",58
2452,"Baptista Minola",68
2453,"Gremio",58
2455,"Pedant",20
2456,"Gremio",58
2457,"Tranio",90
2458,"Gremio",58
2459,"Baptista Minola",68
2460,"Vincentio",23
2462,"(stage directions)",126
2463,"Biondello",39
2465,"(stage directions)",126
2466,"Lucentio",61
2467,"Vincentio",23
2468,"Bianca",29
2469,"Baptista Minola",68
2525,"Widow",8
2471,"Lucentio",61
2475,"Gremio",58
2476,"Vincentio",23
2478,"Baptista Minola",68
2479,"Bianca",29
2480,"Lucentio",61
2487,"Vincentio",23
2489,"Baptista Minola",68
2491,"Vincentio",23
2493,"Baptista Minola",68
2494,"Lucentio",61
2495,"(stage directions)",126
2496,"Gremio",58
2498,"Katherina",82
2499,"Petruchio",158
2500,"Katherina",82
2501,"Petruchio",158
2502,"Katherina",82
2503,"Petruchio",158
2504,"Katherina",82
2505,"Petruchio",158
2508,"(stage directions)",126
2509,"Lucentio",61
2520,"Petruchio",158
2521,"Baptista Minola",68
2522,"Petruchio",158
2526,"Petruchio",158
2528,"Widow",8
2529,"Petruchio",158
2530,"Katherina",82
2531,"Widow",8
2532,"Petruchio",158
2533,"Hortensio",70
2534,"Petruchio",158
2535,"Katherina",82
2537,"Widow",8
2540,"Katherina",82
2541,"Widow",8
2542,"Katherina",82
2543,"Petruchio",158
2544,"Hortensio",70
2545,"Petruchio",158
2546,"Hortensio",70
2547,"Petruchio",158
2548,"(stage directions)",126
2549,"Baptista Minola",68
2550,"Gremio",58
2551,"Bianca",29
2553,"Vincentio",23
2554,"Bianca",29
2555,"Petruchio",158
2557,"Bianca",29
2560,"(stage directions)",126
2561,"Petruchio",158
2564,"Tranio",90
2566,"Petruchio",158
2567,"Tranio",90
2569,"Baptista Minola",68
2570,"Lucentio",61
2571,"Hortensio",70
2572,"Petruchio",158
2575,"Baptista Minola",68
10,"(stage directions)",126
2577,"Petruchio",158
2582,"Hortensio",70
2583,"Lucentio",61
2584,"Petruchio",158
2587,"Lucentio",61
2588,"Hortensio",70
2589,"Petruchio",158
2590,"Hortensio",70
2591,"Lucentio",61
2593,"Biondello",39
2594,"Baptista Minola",68
2595,"Lucentio",61
2598,"Biondello",39
2600,"Petruchio",158
2602,"Gremio",58
2604,"Petruchio",158
2605,"Hortensio",70
2607,"Petruchio",158
2609,"Hortensio",70
2613,"Biondello",39
2615,"Petruchio",158
2619,"Hortensio",70
2620,"Petruchio",158
2621,"Hortensio",70
2622,"Petruchio",158
2623,"(stage directions)",126
2624,"Baptista Minola",68
2625,"Katherina",82
2626,"Petruchio",158
2627,"Katherina",82
2628,"Petruchio",158
2631,"(stage directions)",126
2632,"Lucentio",61
2633,"Hortensio",70
2634,"Petruchio",158
723,"Antonio",57
2637,"Baptista Minola",68
2642,"Petruchio",158
2650,"(stage directions)",126
2651,"Widow",8
2653,"Bianca",29
2654,"Lucentio",61
2657,"Bianca",29
2658,"Petruchio",158
2660,"Widow",8
2661,"Petruchio",158
2662,"Widow",8
2663,"Petruchio",158
2664,"Katherina",82
2708,"Petruchio",158
2709,"Lucentio",61
2710,"Vincentio",23
2711,"Lucentio",61
2712,"Petruchio",158
2716,"(stage directions)",126
2717,"Hortensio",70
2718,"Lucentio",61
2719,"(stage directions)",126
4,"(stage directions)",126
5,"Master",2
6,"Boatswain",12
7,"Master",2
9,"(stage directions)",126
11,"Boatswain",12
17,"Alonso",40
19,"Boatswain",12
20,"Antonio",57
21,"Boatswain",12
23,"Gonzalo",52
24,"Boatswain",12
26,"Gonzalo",52
27,"Boatswain",12
35,"(stage directions)",126
36,"Gonzalo",52
42,"(stage directions)",126
43,"(stage directions)",126
44,"Boatswain",12
52,"Sebastian",67
54,"Boatswain",12
55,"Antonio",57
57,"Gonzalo",52
60,"Boatswain",12
62,"(stage directions)",126
63,"Mariners",1
64,"Boatswain",12
65,"Gonzalo",52
67,"Sebastian",67
68,"Antonio",57
724,"Sebastian",67
71,"Gonzalo",52
78,"Antonio",57
79,"Sebastian",67
80,"(stage directions)",126
81,"Gonzalo",52
85,"(stage directions)",126
88,"(stage directions)",126
89,"Miranda",49
102,"Prospero",115
105,"Miranda",49
106,"Prospero",115
113,"Miranda",49
115,"Prospero",115
128,"Miranda",49
132,"Prospero",115
138,"Miranda",49
139,"Prospero",115
726,"Gonzalo",52
727,"Sebastian",67
142,"Miranda",49
146,"Prospero",115
151,"Miranda",49
152,"Prospero",115
155,"Miranda",49
156,"Prospero",115
160,"Miranda",49
163,"Prospero",115
166,"Miranda",49
169,"Prospero",115
182,"Miranda",49
183,"Prospero",115
192,"Miranda",49
193,"Prospero",115
212,"Miranda",49
728,"Gonzalo",52
730,"Sebastian",67
733,"Sebastian",67
213,"Prospero",115
223,"Miranda",49
224,"Prospero",115
226,"Miranda",49
229,"Prospero",115
242,"Miranda",49
246,"Prospero",115
250,"Miranda",49
252,"Prospero",115
265,"Miranda",49
267,"Prospero",115
274,"Miranda",49
275,"Prospero",115
285,"Miranda",49
287,"Prospero",115
294,"Miranda",49
297,"Prospero",115
310,"(stage directions)",126
311,"Ariel",45
316,"Prospero",115
318,"Ariel",45
330,"Prospero",115
333,"Ariel",45
341,"Prospero",115
343,"Ariel",45
344,"Prospero",115
345,"Ariel",45
353,"Prospero",115
731,"Gonzalo",52
356,"Ariel",45
368,"Prospero",115
371,"Ariel",45
372,"Prospero",115
374,"Ariel",45
377,"Prospero",115
379,"Ariel",45
380,"Prospero",115
381,"Ariel",45
386,"Prospero",115
388,"Ariel",45
389,"Prospero",115
394,"Ariel",45
395,"Prospero",115
398,"Ariel",45
399,"Prospero",115
400,"Ariel",45
401,"Prospero",115
408,"Ariel",45
479,"Prospero",115
630,"Prospero",115
409,"Prospero",115
425,"Ariel",45
426,"Prospero",115
435,"Ariel",45
436,"Prospero",115
439,"Ariel",45
442,"Prospero",115
444,"Ariel",45
446,"Prospero",115
452,"Miranda",49
454,"Prospero",115
457,"Miranda",49
459,"Prospero",115
464,"Caliban",50
465,"Prospero",115
470,"Ariel",45
471,"(stage directions)",126
472,"Prospero",115
474,"(stage directions)",126
475,"Caliban",50
485,"Caliban",50
500,"Prospero",115
505,"Caliban",50
508,"Prospero",115
521,"Caliban",50
524,"Prospero",115
531,"Caliban",50
536,"Prospero",115
623,"Miranda",49
627,"Ferdinand",31
641,"Ferdinand",31
554,"Ferdinand",31
573,"Ferdinand",31
576,"Prospero",115
578,"Miranda",49
581,"Prospero",115
587,"Miranda",49
590,"Prospero",115
593,"Ferdinand",31
600,"Miranda",49
602,"Ferdinand",31
605,"Prospero",115
607,"Ferdinand",31
612,"Miranda",49
613,"Ferdinand",31
615,"Prospero",115
642,"Miranda",49
645,"Prospero",115
651,"Ferdinand",31
654,"(stage directions)",126
655,"Miranda",49
658,"Prospero",115
664,"Miranda",49
665,"Prospero",115
666,"Miranda",49
668,"Prospero",115
675,"Miranda",49
678,"Prospero",115
681,"Ferdinand",31
690,"Prospero",115
698,"Miranda",49
702,"Prospero",115
705,"Ariel",45
706,"Prospero",115
707,"(stage directions)",126
712,"Gonzalo",52
721,"Alonso",40
722,"Sebastian",67
734,"Gonzalo",52
735,"Antonio",57
736,"Alonso",40
737,"Gonzalo",52
738,"Sebastian",67
739,"Antonio",57
741,"Sebastian",67
742,"Antonio",57
743,"Sebastian",67
744,"Antonio",57
745,"Sebastian",67
746,"Adrian",9
747,"Sebastian",67
748,"Adrian",9
749,"Sebastian",67
750,"Adrian",9
751,"Antonio",57
752,"Adrian",9
754,"Antonio",57
755,"Sebastian",67
756,"Adrian",9
757,"Sebastian",67
758,"Antonio",57
759,"Gonzalo",52
760,"Antonio",57
761,"Sebastian",67
762,"Gonzalo",52
763,"Antonio",57
764,"Sebastian",67
765,"Antonio",57
766,"Sebastian",67
767,"Gonzalo",52
769,"Sebastian",67
770,"Gonzalo",52
774,"Antonio",57
776,"Sebastian",67
777,"Gonzalo",52
780,"Sebastian",67
781,"Adrian",9
783,"Gonzalo",52
784,"Antonio",57
786,"Sebastian",67
788,"Adrian",9
790,"Gonzalo",52
791,"Adrian",9
793,"Sebastian",67
795,"Antonio",57
796,"Sebastian",67
798,"Antonio",57
800,"Gonzalo",52
801,"Antonio",57
802,"Gonzalo",52
805,"Antonio",57
806,"Sebastian",67
807,"Antonio",57
808,"Gonzalo",52
810,"Antonio",57
811,"Gonzalo",52
812,"Alonso",40
820,"Francisco",2
830,"Alonso",40
831,"Sebastian",67
836,"Alonso",40
837,"Sebastian",67
846,"Alonso",40
847,"Gonzalo",52
851,"Sebastian",67
852,"Antonio",57
853,"Gonzalo",52
855,"Sebastian",67
856,"Antonio",57
857,"Gonzalo",52
858,"Antonio",57
859,"Sebastian",67
860,"Gonzalo",52
861,"Sebastian",67
862,"Gonzalo",52
872,"Sebastian",67
873,"Antonio",57
875,"Gonzalo",52
881,"Sebastian",67
882,"Antonio",57
883,"Gonzalo",52
885,"Sebastian",67
886,"Antonio",57
887,"Gonzalo",52
888,"Alonso",40
889,"Gonzalo",52
893,"Antonio",57
894,"Gonzalo",52
897,"Antonio",57
898,"Sebastian",67
899,"Gonzalo",52
902,"(stage directions)",126
903,"Sebastian",67
904,"Antonio",57
905,"Gonzalo",52
908,"Antonio",57
909,"(stage directions)",126
910,"Alonso",40
913,"Sebastian",67
917,"Antonio",57
920,"Alonso",40
921,"(stage directions)",126
922,"Sebastian",67
923,"Antonio",57
924,"Sebastian",67
927,"Antonio",57
935,"Sebastian",67
936,"Antonio",57
937,"Sebastian",67
943,"Antonio",57
946,"Sebastian",67
948,"Antonio",57
951,"Sebastian",67
952,"Antonio",57
953,"Sebastian",67
955,"Antonio",57
961,"Sebastian",67
965,"Antonio",57
973,"Sebastian",67
975,"Antonio",57
981,"Sebastian",67
982,"Antonio",57
984,"Sebastian",67
1057,"Gonzalo",52
1059,"(stage directions)",126
1274,"Trinculo",39
985,"Antonio",57
994,"Sebastian",67
998,"Antonio",57
1010,"Sebastian",67
1011,"Antonio",57
1013,"Sebastian",67
1015,"Antonio",57
1019,"Sebastian",67
1020,"Antonio",57
1035,"Sebastian",67
1040,"Antonio",57
1043,"Sebastian",67
1044,"(stage directions)",126
1045,"(stage directions)",126
1046,"Ariel",45
1060,"Alonso",40
1062,"Gonzalo",52
1063,"Sebastian",67
1067,"Alonso",40
1068,"Antonio",57
1071,"Alonso",40
1072,"Gonzalo",52
1078,"Alonso",40
1080,"Gonzalo",52
1082,"Alonso",40
1083,"Ariel",45
1085,"(stage directions)",126
1090,"Caliban",50
1109,"Trinculo",39
1138,"(stage directions)",126
1139,"Stephano",60
1154,"(stage directions)",126
1155,"Caliban",50
1211,"Caliban",50
1156,"Stephano",60
1163,"Caliban",50
1164,"Stephano",60
1170,"Caliban",50
1171,"Stephano",60
1177,"Caliban",50
1179,"Stephano",60
1184,"Trinculo",39
1186,"Stephano",60
1192,"Trinculo",39
1193,"Stephano",60
1196,"Trinculo",39
1199,"Stephano",60
1204,"Trinculo",39
1210,"Stephano",60
1272,"Caliban",50
1215,"Stephano",60
1221,"Caliban",50
1223,"Stephano",60
1224,"Trinculo",39
1226,"Stephano",60
1228,"Trinculo",39
1229,"Stephano",60
1232,"Caliban",50
1233,"Stephano",60
1235,"Caliban",50
1237,"Stephano",60
1239,"Trinculo",39
1243,"Caliban",50
1245,"Trinculo",39
1247,"Caliban",50
1248,"Stephano",60
1249,"Trinculo",39
1252,"Stephano",60
1253,"Trinculo",39
1254,"Caliban",50
1259,"Trinculo",39
1261,"Caliban",50
1267,"Stephano",60
1275,"Caliban",50
1283,"Stephano",60
1284,"(stage directions)",126
1287,"(stage directions)",126
1288,"Ferdinand",31
1303,"(stage directions)",126
1304,"Miranda",49
1311,"Ferdinand",31
1314,"Miranda",49
1317,"Ferdinand",31
1321,"Miranda",49
1325,"Prospero",115
1327,"Miranda",49
1328,"Ferdinand",31
1332,"Miranda",49
1334,"Ferdinand",31
1415,"Stephano",60
1346,"Miranda",49
1358,"Ferdinand",31
1367,"Miranda",49
1368,"Ferdinand",31
1374,"Miranda",49
1376,"Prospero",115
1379,"Ferdinand",31
1380,"Miranda",49
1390,"Ferdinand",31
1392,"Miranda",49
1393,"Ferdinand",31
1395,"Miranda",49
1397,"Ferdinand",31
1398,"(stage directions)",126
1399,"Prospero",115
1404,"(stage directions)",126
1407,"(stage directions)",126
1408,"Stephano",60
1411,"Trinculo",39
1535,"(stage directions)",126
1417,"Trinculo",39
1419,"Stephano",60
1424,"Trinculo",39
1425,"Stephano",60
1426,"Trinculo",39
1428,"Stephano",60
1430,"Caliban",50
1432,"Trinculo",39
1437,"Caliban",50
1438,"Trinculo",39
1439,"Caliban",50
1440,"Stephano",60
1443,"Caliban",50
1445,"Stephano",60
1447,"(stage directions)",126
1448,"Caliban",50
1450,"Ariel",45
1451,"Caliban",50
1453,"Stephano",60
1455,"Trinculo",39
1456,"Stephano",60
1457,"Caliban",50
1461,"Stephano",60
1462,"Caliban",50
1463,"Stephano",60
1465,"Caliban",50
1467,"Ariel",45
1536,"Stephano",60
1537,"Trinculo",39
1468,"Caliban",50
1473,"Stephano",60
1477,"Trinculo",39
1479,"Stephano",60
1480,"Ariel",45
1481,"Stephano",60
1484,"Trinculo",39
1488,"Caliban",50
1489,"Stephano",60
1491,"Caliban",50
1493,"Stephano",60
1494,"Caliban",50
1511,"Stephano",60
1512,"Caliban",50
1514,"Stephano",60
1518,"Trinculo",39
1519,"Stephano",60
1521,"Caliban",50
1523,"Stephano",60
1524,"Ariel",45
1525,"Caliban",50
1528,"Stephano",60
1534,"Caliban",50
1539,"Stephano",60
1541,"Trinculo",39
1542,"Stephano",60
1543,"Caliban",50
1544,"Stephano",60
1545,"Caliban",50
1554,"Stephano",60
1556,"Caliban",50
1557,"Stephano",60
1558,"Trinculo",39
1560,"Stephano",60
1562,"Trinculo",39
1563,"(stage directions)",126
1568,"Gonzalo",52
1572,"Alonso",40
1579,"Antonio",57
1583,"Sebastian",67
1585,"Antonio",57
1589,"Sebastian",67
1590,"(stage directions)",126
1591,"Alonso",40
1592,"Gonzalo",52
1598,"Alonso",40
1599,"Sebastian",67
1762,"Ariel",45
1603,"Antonio",57
1608,"Gonzalo",52
1616,"Prospero",115
1619,"Alonso",40
1623,"Prospero",115
1624,"Francisco",2
1625,"Sebastian",67
1628,"Alonso",40
1629,"Gonzalo",52
1636,"Alonso",40
1643,"Ariel",45
1678,"Prospero",115
1689,"(stage directions)",126
1690,"Gonzalo",52
1763,"Prospero",115
1764,"Ariel",45
1692,"Alonso",40
1700,"(stage directions)",126
1701,"Sebastian",67
1703,"Antonio",57
1704,"(stage directions)",126
1705,"Gonzalo",52
1711,"Adrian",9
1712,"(stage directions)",126
1715,"(stage directions)",126
1716,"Prospero",115
1727,"Ferdinand",31
1729,"Prospero",115
1740,"Ferdinand",31
1749,"Prospero",115
1752,"(stage directions)",126
1753,"Ariel",45
1754,"Prospero",115
1769,"Prospero",115
1771,"Ariel",45
1772,"(stage directions)",126
1773,"Prospero",115
1777,"Ferdinand",31
1780,"Prospero",115
1784,"(stage directions)",126
1785,"(stage directions)",126
1786,"Iris",4
1802,"(stage directions)",126
1803,"Ceres",4
1811,"Iris",4
1814,"Ceres",4
1820,"Iris",4
1831,"Ceres",4
1833,"(stage directions)",126
1834,"Juno",2
1837,"(stage directions)",126
1838,"Juno",2
1842,"Ceres",4
1850,"Ferdinand",31
1853,"Prospero",115
1856,"Ferdinand",31
1861,"Prospero",115
1865,"Iris",4
1883,"Prospero",115
1889,"Ferdinand",31
1891,"Miranda",49
1893,"Prospero",115
1911,"Ferdinand",31
1912,"(stage directions)",126
1913,"Prospero",115
1914,"(stage directions)",126
1915,"Ariel",45
1916,"Prospero",115
1918,"Ariel",45
1921,"Prospero",115
1922,"Ariel",45
1937,"Prospero",115
1941,"Ariel",45
1942,"(stage directions)",126
1943,"Prospero",115
1953,"Caliban",50
1955,"Stephano",60
1958,"Trinculo",39
1960,"Stephano",60
1962,"Trinculo",39
1963,"Caliban",50
1967,"Trinculo",39
1968,"Stephano",60
1970,"Trinculo",39
1972,"Stephano",60
2037,"Ariel",45
1974,"Caliban",50
1979,"Stephano",60
1980,"Trinculo",39
1982,"Caliban",50
1983,"Trinculo",39
1985,"Stephano",60
1987,"Trinculo",39
1988,"Caliban",50
1993,"Stephano",60
1997,"Trinculo",39
1998,"Stephano",60
2002,"Trinculo",39
2004,"Caliban",50
2007,"Stephano",60
2010,"Trinculo",39
2011,"Stephano",60
2015,"Prospero",115
2016,"Ariel",45
2017,"Prospero",115
2024,"Ariel",45
2025,"Prospero",115
2030,"(stage directions)",126
2033,"(stage directions)",126
2034,"Prospero",115
2039,"Prospero",115
2042,"Ariel",45
2055,"Prospero",115
2056,"Ariel",45
2057,"Prospero",115
2070,"Ariel",45
2071,"(stage directions)",126
2072,"Prospero",115
2143,"Prospero",115
2150,"Ariel",45
2152,"(stage directions)",126
2153,"Gonzalo",52
2156,"Prospero",115
2162,"Alonso",40
2172,"Prospero",115
2175,"Gonzalo",52
2177,"Prospero",115
2185,"Sebastian",67
2186,"Prospero",115
2192,"Alonso",40
2198,"Prospero",115
2199,"Alonso",40
2201,"Prospero",115
2205,"Alonso",40
2206,"Prospero",115
2210,"Alonso",40
2215,"Prospero",115
2236,"Miranda",49
2237,"Ferdinand",31
2239,"Miranda",49
2241,"Alonso",40
2244,"Sebastian",67
2245,"Ferdinand",31
